OBJECTID_12,OBJECTID,PIN15,PermitNum,ISSUE_DATE,COMMENTS,DESCRIPTIO,PID,BLDB_ACTIV,TOTAL_ROOM,BLD_Cost,ESTIMATED_,ESTIMATE_1,SQFT_LAND,SQFT_FLOOR,BLD_Type,Occupancy,TYPE,PmtStatus,BLDB_ACT_1,Name
662,54141,0821-08-87-5866,1210487,4/9/2012 0:00,"Fire alarm permit required - E FA shop drawings approved, however revisions needed. Tracking permit for permit 1113386; approved plans will have both permit numbers. - Don Moore - GC picked up bldg permit 04/11/12.",FIVE POINTS PROJECT - SHELL RENOVATION. Tracking permit; revises issued permit # 1113386.,213533,I_ALT,0,1,0,0,0,0,Non-Residential,Assembly (2),NON_RESI,Void,Interior Alterations,Q21
663,54142,0821-08-87-5866,1310511,3/19/2013 0:00,"(BP PICKED UP 3/20/13) No stop work order or any other conditions found on the LDO, as of the initial review date. Alos, the reference to  a kitchenette is more correctly for a coffee maker. The Health Department sign-off was removed by me. John Read.
",CHANGE OF OCCUPANCY & KITCHENETTE BUILD-OUT,213533,COO,0,4420,952,816,0,1264,Non-Residential,Mercantile,NON_RESI,CO Issued,Change of Occupancy,Q21
664,54145,0821-08-87-4896,1113388,12/20/2011 0:00,"(bp picked up 12/21/11) Applications 1113386-1113392 are together, each with its own set of plans, in bin 445.  Per Anthony Wood at Lee Street Const., the future address of this building is to be 101 E. Chapel Hill Street. Sprinkler permit required - for",SUITE B - FIT-UP - ALL CITY PIZZA,213536,I_ALT,0,226140,48707,41749,0,2397,Non-Residential,Assembly (2),NON_RESI,CO Issued,Interior Alterations,Q21
665,54146,0821-08-87-4896,1410690,5/16/2014 0:00,"This address is missing some parcel and inspector information. Business square footage taken from previous permit 1113388. - Don Moore
Fire alarm, fire suppression systems permits required - E FA approved.  No plumbing on this job, letter attached...dki",PIZZERIA TORO - FIRE DAMAGE AND CHIMNEY REPAIRS,213536,RP,0,63862,13755,11790,0,2397,Non-Residential,Assembly (2),NON_RESI,CO Issued,Repair,Q21
666,54147,0821-08-87-4896,1113389,12/20/2011 0:00,"(bp picked up 12/21/11) Applications 1113386-1113392 are together, each with its own set of plans, in bin 445.  Per Anthony Wood at Lee Street Const., the future address of this building is to be 101 E. Chapel Hill Street.",SUITE C - FIT-UP - CUPCAKE SHOP,213537,I_ALT,0,79693,17165,14712,0,1024,Non-Residential,Business,NON_RESI,CO Issued,Interior Alterations,Q21
667,54148,0821-08-87-4896,19100364,2/25/2019 0:00,"Hood suppression, fire alarm permits required -  FA approved",suite C - interior renovation,213537,I_ALT,0,29691,6395,5481,0,0,Non-Residential,Assembly (2),NON_RESI,Void,Interior Alterations,Q21
668,54149,0821-08-87-4896,19100935,3/15/2019 0:00,contractor email: petez@gatewaybuildco.com (BP PICKED UP 3.18.19),Suite C Ref 19100364.  Change of contractor.  No change in scope. Interior renovation,213537,I_ALT,0,29691,6395,5481,0,4383,Non-Residential,Assembly (2),NON_RESI,CO Issued,Interior Alterations,Q21
669,54150,0821-08-87-4896,1113390,12/20/2011 0:00,"(bp picked up 12/21/11) Applications 1113386-1113392 are together, each with its own set of plans, in bin 445.  Per Anthony Wood at Lee Street Const., the future address of this building is to be 101 E. Chapel Hill Street.",SUITE D - FIT-UP,213538,I_ALT,0,127540,27470,23546,0,1799,Non-Residential,Residential (2),MULTI_FAMILY,CO Issued,Interior Alterations,Q21
670,54151,0821-08-87-4896,1113391,12/20/2011 0:00,"(bp picked up 12/21/11) Applications 1113386-1113392 are together, each with its own set of plans, in bin 445.  Per Anthony Wood at Lee Street Const., the future address of this building is to be 101 E. Chapel Hill Street.",SUITE E - FIT-UP,213539,I_ALT,0,86600,18652,15988,0,1205,Non-Residential,Residential (2),MULTI_FAMILY,CO Issued,Interior Alterations,Q21
671,54152,0821-08-87-4896,1113392,12/20/2011 0:00,"(bp picked up 12/21/11) Applications 1113386-1113392 are together, each with its own set of plans, in bin 445.  Per Anthony Wood at Lee Street Const., the future address of this building is to be 101 E. Chapel Hill Street.",SUITE F - FIT-UP,213540,I_ALT,0,62132,13382,11471,0,1018,Non-Residential,Residential (2),MULTI_FAMILY,CO Issued,Interior Alterations,Q21
672,54153,0821-08-87-4896,1411130,5/13/2014 0:00,This address is missing some parcel and inspector information. PERMIT PICKED UP 5/15/14.,INTERIOR FINISH REPAIR OF FIRE DAMAGE,213540,RP,0,40563,8737,7489,0,1018,Non-Residential,Residential (2),MULTI_FAMILY,CO Issued,Repair,Q21
673,54648,0832-17-10-8735,1212141,7/13/2012 0:00,"No conditions noted on the Building Inspections viewer portion of the LDO. John Read.
",RENOVATIONS and foundation repair.,213970,ALT,0,12900,3350,4800,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
674,58475,0821-09-05-0184,1513243,10/20/2015 0:00,"Permit Voided per request of contractor - attached
This address is missing some parcel information.-INGINEERING TO BE PROVIDED AT FRAMING INSPECTION","no impervious, street trees req.-engineering required at framing inspection",217805,NEW,7,224994,0,0,31407,3409,Single Family House,Single Family,RESI,Void,New,Q18
675,58476,0821-09-05-0184,17103323,9/7/2017 0:00,Owner on app:  Garrett Builders:  919-730-3878  (bp picked up 9/11/17),"SFD new, street trees req, 20ftDW, no impervious",217805,NEW,8,264396,0,0,13474,4006,Single Family House,Single Family,RESI,CO Issued,New,Q18
676,58477,0821-09-05-0184,21101149,4/8/2021 0:00,Permit Issued via Email. 4/8/21. rlc. Review Fees emailed 3/4/21; lien agent and w.c. pending /comments sent to gene.mack@homevestors.com 3/9/21 LA 84295 is VALID GC 4/5/2021 LA,SMPR   finish basement,217805,I_ALT,0,32148.75,4000,8065,0,0,Single Family House,Single Family,RESI,Issued,Interior Alterations,Q18
677,59167,0821-08-87-4618,1111726,7/5/2011 0:00,Chris Sparks picked up bldg permit 07/05/11.,TOAST RESTAURANT HOOD INSTALLATION,218426,I_ALT,0,20572,3892,3336,0,0,Non-Residential,Mercantile,NON_RESI,CO Issued,Interior Alterations,Q21
678,59168,0821-08-87-4618,1211174,4/30/2012 0:00,The owner listed on the application is Normal Properties. Requirement for Fire review and CO approval removed by Don Moore 4/30/12. - GC picked up bldg permit 05/01/12.,FRONT LANDING REPAIR (RE: interior demo permit 1210974),218426,RP,0,1500,0,0,0,16,Non-Residential,Business,NON_RESI,CO Issued,Repair,Q21
679,59169,0821-08-87-4618,1210974,4/10/2012 0:00,GC PICKED UP PERMIT 4/11/12.,INTERIOR DEMOLITION WITH FORTHCOMING PERMIT,218426,I_ALT,0,1500,0,0,0,0,Non-Residential,Business,NON_RESI,CO Issued,Interior Alterations,Q21
680,59170,0821-08-87-4618,1311196,5/2/2013 0:00,Permit fee doubled due to work begun without a permit. - GC picked up bldg permit 05/03/13.,RENOVATION OF ENTRANCE,218426,ALT,0,14000,0,0,0,0,Non-Residential,Business,NON_RESI,CO Issued,Alterations,Q21
681,59171,0821-08-87-4618,1512325,8/2/2015 0:00,"PICKED UP BY CONTRACTOR 8/3/15. Fire review, inspection removed 7/16/15 TFD.VOID 1-21-2016 See attachments to permit 1513539",REMOVAL OF INTERIOR WALL (CONSTRUCTION PERMIT TO FOLLOW),218426,ALT,0,5000,0,0,0,0,Non-Residential,Business,NON_RESI,Void,Alterations,Q21
682,59172,0821-08-87-4618,1513539,1/21/2016 0:00,"Original Contractor was Callis Constrction see attached
Fire alarm, cooking fire suppression system permits required - A/E FA approved.",BEYU CAFE - RENOVATION,218426,ALT,0,326180,49000,52000,0,0,Non-Residential,Assembly (2),NON_RESI,CO Issued,Alterations,Q21
683,59173,0821-08-87-4618,20102627,7/8/2020 0:00,"GC contact on Appl: jerry@wlbishop.com
Plans sent by BOX MPC 7/8
No FP Permits required. 06/16/20  HFG",Interior Demolition,218426,ALT,0,21200,13000,2800,0,5280,Non-Residential,Business,NON_RESI,Issued,Alterations,Q21
684,59174,0821-08-87-4618,21102653,6/22/2021 0:00,"permit issued via email 7-1-21 CRW
OWNER ON APPL IS JOHN HARER 
No Fp Permits required. 05/21/21  HFG",REMODEL OFFICE,218426,ALT,0,85000,32000,30000,0,3322.3,Non-Residential,Business,NON_RESI,CO Issued,Alterations,Q21
685,65881,0810-54-64-4136,18105093,12/27/2018 0:00,Address missing information (bp picked up 12.28.18),"SFD new , no impervious, street trees req.,20ftDW",224775,NEW,7,226000,12000,10000,8131,1991,Single Family House,Single Family,RESI,CO Issued,New,U17
686,65882,0810-54-63-4424,19100805,3/18/2019 0:00,"D-plans - 02/21/19    This address is missing some parcel information.  (BP PICKED UP 3.19.19) 
Phone#: 336-693-4012",LOT 2C; SF; No impervious limits; DW: 20 ft.; St. trees: per ZO; ZO,224776,NEW,4,270000,0,0,8158,2121,Single Family House,Single Family,RESI,CO Issued,New,U17
687,66065,0821-81-60-4716,19103139,7/26/2019 0:00,BP PICKED UP 7.29.19,"New SFD; Lot 1, Durham Township; no MAIS; 2 street trees",224958,NEW,4,121000,0,0,5323,1414,Single Family House,Single Family,RESI,CO Issued,New,R21
688,66066,0821-81-60-9376,19103147,7/26/2019 0:00,BP PICKED UP 7.29.19,"New SFD; Lot 3, Durham Township; no MAIS; 5 street trees",224959,NEW,4,124960,0,0,6091,1659,Single Family House,Single Family,RESI,CO Issued,New,R21
689,67568,0830-14-15-7684,19102629,7/1/2019 0:00,BP PICKED UP 7.3.19,NEW SFD NO MAIS LIMITS 2 STREET TREES,226303,NEW,4,169290,0,0,7425,2565,Single Family House,Single Family,RESI,CO Issued,New,U21
690,67569,0830-14-15-7684,21100985,2/26/2021 0:00,permit issued/plans sent via email 3-2-21 CRW,SMPR - Rooftop Solar Panel Installation,226303,ALT,0,4855,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,U21
691,70641,0813-94-30-6205,1413587,11/18/2014 0:00,Owner paid $175 - ck 5829 (mail) - 11/12/14 - Owner contact - 919-475-3646 (cell) 919-383-6503 (home),"SCREENED PORCH ADDITION OVER EXISTING DECK, BY OWNER, no impervious limits (final platt 1942)",229647,ADD,0,3100,0,0,0,285,Single Family House,Single Family,RESI,CO Issued,Addition,K18
692,70642,0813-94-30-6205,21100893,3/10/2021 0:00,"permit issued via box.com 3-11-21 CRW
Uploaded 2/18/21
Payment notification sent 2/18/21. BH",NEW SFD; Lot B 1633 MAIS 2 street trees,229647,NEW,5,264000,0,0,6806,3147,Single Family House,Single Family,RESI,CO Issued,New,K18
693,70645,0832-00-60-7273,21104329,9/9/2021 0:00,"Adjacent access easement is recorded in plat book 76 page 53
permit issued via box.com 9-10-21 CRW
Uploaded 8/30/21. BH",NEW SFD no MAIS lot recorded 1945 2 street trees,229649,NEW,5,279948,0,0,5299,2276,Single Family House,Single Family,RESI,CO Issued,New,O21
694,71025,0831-28-38-3965,21105137,11/22/2021 0:00,"added duplicate doc issuance fee per applicantfts request and applied impact fees for payment. 3-23-22 CRW
Permit Box.com issued and sent to contractor- 11/22/2021-MN",SFD NewSubdivision Durham Township no MAIS 1 street tree 2 lot trees,230086,NEW,4,147600,0,0,2993,1200,Single Family House,Single Family,RESI,CO Issued,New,P21
695,71183,0831-67-30-6163,21103000,6/21/2021 0:00,BP SENT TO GC VIA BOX 6.22.21 DB   Lock Box 1133,NEW SFD no MAIS 2 street trees 2 lot trees,230272,NEW,3,146862,0,0,2771,1194,Single Family House,Single Family,RESI,CO Issued,New,Q23
696,71454,0822-47-59-5169,21104557,11/4/2021 0:00,"Permit issued via box.com 11-5-21 CRW
ADD. JUST ADDED, MISSING INSPECTOR INFO",NEW SFD no MAIS 3 street trees 2 lot trees,230429,NEW,3,138744,0,0,2257,1128,Single Family House,Single Family,RESI,Issued,New,M19
697,72559,0831-09-23-6058,22101873,6/13/2022 0:00,"sent updated placards and permits after linked correct CID to this project according to application received and confirmed license of GC to be unlimited and active.  5-3-23 CRW
relinked address to allow for inspections to be scheduled 5-2-23 CRW
Addres",120 Broadway Townhomes: Lot 1 TH new,231817,NEW,5,1045000,0,0,1206,2759,Townhouse,Residential (3),RESI,Issued,New,P21
698,72560,0831-09-23-8069,22101874,6/13/2022 0:00,"sent updated placards and permits after linked correct CID to this project according to application received and confirmed license of GC to be unlimited and active.  5-3-23 CRW
relinked address to allow for inspections to be scheduled 5-2-23 CRW
Addres",120 Broadway Townhomes: Lot 2 TH new,231818,NEW,5,1045000,0,0,877,2417,Townhouse,Residential (3),RESI,Issued,New,P21
699,72561,0831-09-33-0160,22101875,6/13/2022 0:00,"sent updated placards and permits after linked correct CID to this project according to application received and confirmed license of GC to be unlimited and active.  5-3-23 CRW
relinked address to allow for inspections to be scheduled 5-2-23 CRW
Addres",120 Broadway Townhomes: Lot 3 TH new,231819,NEW,5,1045000,0,0,1138,2735,Townhouse,Residential (3),RESI,Issued,New,P21
700,72562,0831-09-33-2098,22101977,6/13/2022 0:00,"Permit docs sent via box.com 6-15-22 CRW 
corrected contractor to match provided application 4-25-22 CRW
per applicantfts request, for all correspondence, please email jordan@lock7.com 4-25-22 CRW",TH NEWLot #  4  Subdivision 120 Broadway Townhomes no MAIS,231820,NEW,3,1045000,0,0,1469.8,2469,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
701,72563,0831-09-33-4085,22101974,6/13/2022 0:00,"Permit docs sent via box.com 6-15-22 CRW 
corrected contractor to match provided application 4-25-22 CRW
per applicantfts request, for all correspondence, please email jordan@lock7.com 4-25-22 CRW",TH NEWLot # 5  Subdivision 120 Broadway Townhomes no MAIS 1 street tree,231821,NEW,3,1045000,0,0,1212.9,2271,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
702,72564,0831-09-32-6948,22101975,6/13/2022 0:00,"Permit docs sent via box.com 6-15-22 CRW 
corrected contractor to match provided application 4-25-22 CRW
per applicantfts request, for all correspondence, please email jordan@lock7.com 4-25-22 CRW",TH NEWLot #  6  Subdivision 120 Broadway Townhomes no MAIS,231822,NEW,3,1045000,0,0,1234.6,2271,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
703,72565,0831-09-32-8911,22101976,6/13/2022 0:00,"Permit docs sent via box.com 6-15-22 CRW 
corrected contractor to match provided application 4-25-22 CRW
per applicantfts request, for all correspondence, please email jordan@lock7.com 4-25-22 CRW",TH NEWLot #  7  Subdivision 120 Broadway Townhomes no MAIS 1 street tree,231823,NEW,3,1045000,0,0,1316.3,2271,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
704,72566,0831-09-33-7494,22102674,6/15/2022 0:00,Replacement Jobsite Copy plans requested. 10/6/22. rlc. Permit docs sent via box.com 6-16-22 CRW,New TH; Broadway Townhomes Lot 8 no MAIS,231824,NEW,4,1045000,0,0,1142.2,2614,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
705,72567,0831-09-33-8644,22102675,6/15/2022 0:00,Permit docs sent via box.com 6-16-22 CRW,New TH; Broadway Townhomes Lot 9 no MAIS,231825,NEW,3,1045000,0,0,910.1,2285,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
706,72568,0831-09-33-8881,22102676,6/15/2022 0:00,Permit docs sent via box.com 6-16-22 CRW,New TH; Broadway Townhomes Lot 10 no MAIS,231826,NEW,3,1045000,0,0,810.1,2285,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
707,72569,0831-09-33-9929,22102677,6/15/2022 0:00,Permit docs sent via box.com 6-16-22 CRW,New TH; Broadway Townhomes Lot 11 no MAIS,231827,NEW,4,1045000,0,0,1030.3,2568,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
708,72574,0831-09-23-6739,22102697,6/15/2022 0:00,"Permit Box.com issued and sent to contract- 06/22/2022-MN 

BDA, Sprinkler BFD, Sprinkler & Fire Alarm System Permits required. 06/06/22  HFG",New four-story TH; Broadway Townhomes Lot 16 no MAIS 2 street trees,231832,NEW,3,1045000,0,0,1167.1,2748,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
709,72575,0831-09-23-8749,22102698,6/15/2022 0:00,"Permit Box.com issued and sent to contract- 06/22/2022-MN 

BDA, Sprinkler BFD, Sprinkler & Fire Alarm System Permits required. 06/06/22  HFG",New four-story TH; Broadway Townhomes Lot 17 no MAIS,231833,NEW,3,1045000,0,0,877.4,2460,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
710,72576,0831-09-33-0729,22102699,6/16/2022 0:00,"added missing document to issuance folder.  6-28-22 CRW
Permit Box.com issued and sent to contract- 06/22/2022-MN 

BDA, Sprinkler BFD, Sprinkler & Fire Alarm System Permits required. 06/06/22  HFG",New four-story TH; Broadway Townhomes Lot 18 no MAIS,231834,NEW,3,1045000,0,0,877.4,2460,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
711,72577,0831-09-33-2813,22102700,6/16/2022 0:00,"Permit Box.com issued and sent to contract- 06/22/2022-MN 

BDA, Sprinkler BFD, Sprinkler & Fire Alarm System Permits required. 06/06/22  HFG",New four-story TH; Broadway Townhomes Lot 19 no MAIS,231835,NEW,3,1045000,0,0,1080.8,2513,Townhouse,Townhouse,MULTI_FAMILY,Issued,New,P21
712,72619,0822-48-40-5062,21105867,3/22/2022 0:00,"Impact fees removed 3-25-22 WCB
Permit docs sent via email 3-25-22 CRW 
Uploaded 11/24/21. BH
GC email: aalubeck@hotmail.com",NEW SFD; Lot 21 no MAIS 3 street trees 2 lot trees,231887,NEW,4,157194,0,0,2665,1278,Single Family House,Single Family,RESI,Issued,New,M19
